Candidate Name,Office,Region,Question Order,Question,Answer,URL
Ken Stoker,West Richland City Council Position 2,West Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Ken Stoker has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Ken_Stoker_(West Richland_City_Council_Position_2,_Washington,_candidate_2025)"
Ken Stoker,West Richland City Council Position 2,West Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Stoker completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Ken_Stoker_(West Richland_City_Council_Position_2,_Washington,_candidate_2025)"
May Hays,West Richland Mayor,West Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection May Hays has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/May_Hays_(Mayor_of_West_Richland,_Washington,_candidate_2025)"
May Hays,West Richland Mayor,West Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Hays completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/May_Hays_(Mayor_of_West_Richland,_Washington,_candidate_2025)"
Nancy Aldrich,West Richland City Council Position 1,West Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Nancy Aldrich has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Nancy_Aldrich_(West Richland_City_Council_Position_1,_Washington,_candidate_2025)"
Nancy Aldrich,West Richland City Council Position 1,West Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Aldrich completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Nancy_Aldrich_(West Richland_City_Council_Position_1,_Washington,_candidate_2025)"
Richard Bloom,West Richland City Council Position 4,West Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Richard Bloom has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Richard_Bloom_(West Richland_City_Council_Position_4,_Washington,_candidate_2025)"
Richard Bloom,West Richland City Council Position 4,West Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Bloom completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Richard_Bloom_(West Richland_City_Council_Position_4,_Washington,_candidate_2025)"
Robert Harvey Perkes,West Richland City Council Position 3,West Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Robert Harvey Perkes has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Robert_Harvey_Perkes_(West Richland_City_Council_Position_3,_Washington,_candidate_2025)"
Robert Harvey Perkes,West Richland City Council Position 3,West Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Perkes completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Robert_Harvey_Perkes_(West Richland_City_Council_Position_3,_Washington,_candidate_2025)"
